,call_price,std,ste,black_scholes_call
Granularity,,,,
100,2.9573535732308955,5.916863376492047,0.18710764873749247,3.3468747174046953
200,3.507843638077528,7.054194385789026,0.2230732131666584,3.3468747174046953
300,3.328396001458019,6.905733887489273,0.21837847999475066,3.3468747174046953
400,3.5241971342553056,6.753349355373289,0.21355965797809479,3.3468747174046953
500,3.0748495047783293,6.329317374975046,0.20015058938999158,3.3468747174046953
600,3.8245545364597358,7.080271022291661,0.22389782881730452,3.3468747174046953
700,3.4797527257264402,6.6138079290977805,0.20914697062830404,3.3468747174046953
800,3.3115439737651315,6.61761355679709,0.20926731514286848,3.3468747174046953
900,3.2953674638602433,6.673564886371166,0.21103665153855666,3.3468747174046953
1000,3.5060285378147324,6.842338276852968,0.21637373476207145,3.3468747174046953
1100,3.0736849137555273,6.4099351785195555,0.20269994818159803,3.3468747174046953
1200,3.45968032978837,6.785026437595758,0.21456137527260907,3.3468747174046953
1300,3.593235088693501,6.84680597537331,0.2165150157943039,3.3468747174046953
1400,3.3637924628600744,6.751312159226481,0.21349523617945046,3.3468747174046953
1500,3.405357087372783,6.777003952342952,0.2143076820136693,3.3468747174046953
1600,3.409633496463578,6.470435023554908,0.20461312126558748,3.3468747174046953
1700,3.0234686586039965,6.3897793617420335,0.202062565290418,3.3468747174046953
1800,3.2460490368088535,6.859083143191037,0.21690325392950524,3.3468747174046953
1900,3.3470536976687457,6.527167445282982,0.2064071579639669,3.3468747174046953
2000,3.2084154957350437,6.29670966113041,0.19911944293959102,3.3468747174046953
2100,3.2750274148239304,6.5599405328662055,0.20744353399115856,3.3468747174046953
2200,3.319035803032102,6.805071188919671,0.21519524596576148,3.3468747174046953
2300,3.7873899675299856,7.199146289340386,0.22765699483065188,3.3468747174046953
2400,3.088440801806704,6.318672234093273,0.19981396047799382,3.3468747174046953
2500,3.457180623625647,6.766039827991738,0.21396096595867778,3.3468747174046953
2600,3.1405512849602277,6.449474638316516,0.20395029568570855,3.3468747174046953
2700,3.5781117114513075,7.086854731764255,0.22410602399116678,3.3468747174046953
2800,3.2926372286875174,6.421726505134904,0.20307282266899268,3.3468747174046953
2900,2.817301709693741,6.130103908550205,0.1938509064451918,3.3468747174046953
3000,3.346359272664315,6.803316796314068,0.21513976720032285,3.3468747174046953
3100,3.495391269347937,6.8996038108013895,0.2181846299490985,3.3468747174046953
3200,3.7018841111407914,7.2500869627498306,0.22926788036581808,3.3468747174046953
3300,3.665986249908978,6.5536893918850225,0.20724585555640498,3.3468747174046953
3400,3.4297152689335935,6.505647689379383,0.20572664353050457,3.3468747174046953
3500,3.4395513762446117,6.75527122929299,0.2136204329677141,3.3468747174046953
3600,3.6233018876942484,6.95588194675767,0.21996430087000318,3.3468747174046953
3700,3.225777785875249,6.309838810880311,0.1995346231091022,3.3468747174046953
3800,3.035699338966733,6.123651886056827,0.19364687557925467,3.3468747174046953
3900,3.662661490097845,7.227290338712114,0.2285469878166008,3.3468747174046953
4000,2.9313253841607083,6.118630375385124,0.19348808146908045,3.3468747174046953
4100,3.0797669726046175,6.3303990374775765,0.20018479456166752,3.3468747174046953
4200,2.9708941638287216,6.116617242757398,0.1934244206257243,3.3468747174046953
4300,3.5092643045141205,6.987594828331138,0.22096715023939661,3.3468747174046953
4400,3.276880004933888,6.5727408163197225,0.20784831449524735,3.3468747174046953
4500,3.483472643467929,6.650981836391521,0.21032251279406572,3.3468747174046953
4600,3.2260038706745875,6.2021040092424995,0.19612774954468296,3.3468747174046953
4700,3.4223722614549756,6.903644070521648,0.21831239417964504,3.3468747174046953
4800,3.5080655720132845,6.536285065845498,0.20669548244215424,3.3468747174046953
4900,3.2727426731082425,6.649413183968581,0.21027290764892936,3.3468747174046953
5000,3.04841762335736,6.213647899725521,0.19649279941454184,3.3468747174046953
5100,2.829806967005757,5.877830988989123,0.18587333626725716,3.3468747174046953
5200,3.6384720664372554,6.779008961442406,0.21437108596850568,3.3468747174046953
5300,3.288188715221596,6.549002884910477,0.2070976551933067,3.3468747174046953
5400,3.5243116569518698,6.582097424951656,0.2081441964397644,3.3468747174046953
5500,3.1333259466578993,6.498700287267376,0.20550694738555453,3.3468747174046953
5600,3.309361166112917,6.35527863833411,0.20097155662149274,3.3468747174046953
5700,3.7244334544451956,7.356124269658393,0.23262107443363172,3.3468747174046953
5800,3.425101392066716,6.750363184370555,0.2134652269595809,3.3468747174046953
5900,3.711335888371016,7.282787422608043,0.23030195970268663,3.3468747174046953
6000,3.469838372143508,6.889238205320415,0.21785684072263245,3.3468747174046953
6100,3.7796397987241974,7.250800399626733,0.22929044122079578,3.3468747174046953
6200,3.3636351430971603,6.435144156984688,0.20349712607595757,3.3468747174046953
6300,3.35341603017421,6.437742861181766,0.20357930431823562,3.3468747174046953
6400,3.3143628616473713,6.558993835323043,0.20741359678624177,3.3468747174046953
6500,3.3033553536932847,6.965439789005334,0.2202665463801952,3.3468747174046953
6600,3.4344168060422784,6.708440015334159,0.21213949995070833,3.3468747174046953
6700,3.491014934832851,6.7400627452630255,0.21313949847478425,3.3468747174046953
6800,3.523139544710746,6.9357804270182015,0.21932863500192762,3.3468747174046953
6900,3.350604491510383,6.4738636450815115,0.20472154379817498,3.3468747174046953
7000,3.5787881069543923,7.156378217167164,0.2263045496386334,3.3468747174046953
7100,3.046937918358753,6.394433154774692,0.20220973114784022,3.3468747174046953
7200,3.1543513754534076,6.607830583177338,0.2089579503535909,3.3468747174046953
7300,3.2329067655840396,6.6456864024420295,0.21015505646927196,3.3468747174046953
7400,3.385966570438339,6.669364042669841,0.21090380919665108,3.3468747174046953
7500,3.0799119231605747,6.365989273570693,0.20131025664684132,3.3468747174046953
7600,3.1446762424139467,6.470498756223562,0.20461513666953055,3.3468747174046953
7700,3.709725311478367,7.438414934208218,0.23522333373509494,3.3468747174046953
7800,3.55269371792868,6.713462317312167,0.21229831908418503,3.3468747174046953
7900,3.3352391776993824,6.884328420406382,0.21770157969113368,3.3468747174046953
8000,3.4296053539808073,7.004746457660366,0.22150953238202967,3.3468747174046953
8100,3.426741664595397,6.856872386493578,0.21683334366434082,3.3468747174046953
8200,3.330314793541379,6.487148824867737,0.205141658070668,3.3468747174046953
8300,3.534177112200286,7.0922297055738035,0.22427599558718603,3.3468747174046953
8400,3.486361301441934,6.788892597255085,0.21468363397582244,3.3468747174046953
8500,3.541735629532448,6.620445992677157,0.20935688462994242,3.3468747174046953
8600,3.4617104829766743,7.342164398748893,0.23217962455447225,3.3468747174046953
8700,3.5288386598835517,6.872663094267332,0.2173326896886527,3.3468747174046953
8800,3.3813684649794347,6.7754412762324066,0.21425826585612473,3.3468747174046953
8900,3.3006323625248295,6.368363181068488,0.20138532619331714,3.3468747174046953
9000,3.496627557597761,6.77161329511541,0.2141372144644265,3.3468747174046953
9100,3.346930086679661,6.752035567318865,0.21351811235194776,3.3468747174046953
9200,3.5609594536525613,6.911953554311595,0.21857516312920985,3.3468747174046953
9300,3.2352953722964504,6.788345189664526,0.21466632342787612,3.3468747174046953
9400,3.4836402123022774,6.8596145396826405,0.21692005816204615,3.3468747174046953
9500,3.431983636226111,6.724714662272812,0.21265414947512062,3.3468747174046953
9600,3.1832851404833997,6.231793477066443,0.1970666129531024,3.3468747174046953
9700,2.9940076472996657,6.311520601455016,0.19958780599673692,3.3468747174046953
9800,2.836152339684387,5.731918431735503,0.18125917606584552,3.3468747174046953
9900,3.407774215424657,6.544098813942693,0.20694257485265366,3.3468747174046953
